recommendationid,topic
30634444,"[('enemy', 0.4141), ('game', 0.3546), ('play', 0.305), ('excitement', 0.2814), ('kill', 0.2657)]"
24799152,"[('0w_vmefccqo', 0.5646), ('watch', 0.1688), ('youtube', 0.1574), ('www', 0.1291), ('com', 0.1146)]"
24690409,"[('hunger', 0.4525), ('gameplay', 0.3178), ('thirst', 0.3077), ('concept', 0.2867), ('survival', 0.2361)]"
24549078,"[('bioshock', 0.4321), ('e3', 0.3498), ('enjoyment', 0.3394), ('gameplay', 0.3262), ('review', 0.2801)]"
49193975,"[('shoot', 0.4995), ('cant', 0.363), ('anymore', 0.3451)]"
48953655,"[('playing', 0.4341), ('game', 0.4127), ('level', 0.3616), ('pass', 0.3611), ('levels', 0.3611)]"
48939712,"[('punches', 0.5984), ('knocked', 0.4432), ('shoot', 0.3033), ('instant', 0.2978), ('broken', 0.2622)]"
48936313,"[('shoot', 0.4409), ('game', 0.3902), ('anymore', 0.3054), ('couldn', 0.2648), ('after', 0.1608)]"
48932454,"[('tutorial', 0.5322), ('play', 0.3472), ('line', 0.3001), ('run', 0.2948), ('running', 0.2516)]"
48924280,"[('ball', 0.4551), ('punch', 0.3377), ('strategy', 0.3203), ('punched', 0.2836), ('nuts', 0.2744)]"
44413406,"[('developers', 0.5716), ('singleplayer', 0.4556), ('monkeys', 0.3081), ('game', 0.26), ('they', 0.2184)]"
43910947,"[('toxic', 0.558), ('avoid', 0.4391), ('playing', 0.386), ('game', 0.3649), ('within', 0.2415)]"
43472657,"[('alpha', 0.4644), ('beta', 0.3947), ('gameplay', 0.3796), ('game', 0.3531), ('rocket', 0.3512)]"
39736191,"[('profanity', 0.3929), ('game', 0.3915), ('terrible', 0.3838), ('games', 0.3548), ('fun', 0.3317)]"
38392390,"[('free', 0.3636), ('game', 0.3405), ('play', 0.2838), ('20', 0.2602), ('purchased', 0.236)]"
38222130,"[('tutorial', 0.6308), ('game', 0.3463), ('bad', 0.276), ('wont', 0.2484), ('mmmmmmmmmmmmmmmm', 0.2296)]"
38136657,"[('tutorial', 0.439), ('dev', 0.2603), ('match', 0.2263), ('on', 0.1627), ('again', 0.1599)]"
37941877,"[('sucks', 0.6568), ('game', 0.6134)]"
37924273,"[('shitty', 0.6933), ('game', 0.5954)]"
37866711,"[('game', 0.6613), ('bad', 0.6103)]"
37120177,"[('devs', 0.2845), ('worth', 0.2275), ('game', 0.2272), ('download', 0.2257), ('hopefully', 0.2024)]"
36494933,"[('football', 0.3664), ('playing', 0.3511), ('game', 0.3396), ('recommend', 0.2879), ('tutorial', 0.2706)]"
36332573,"[('bug', 0.4809), ('fixed', 0.2864), ('game', 0.2473), ('great', 0.2374), ('responded', 0.2071)]"
36303392,"[('tutorial', 0.612), ('glitching', 0.488), ('cant', 0.3567), ('stupid', 0.2816), ('through', 0.1978)]"
22780255,"[('gameplay', 0.3928), ('supraball', 0.3865), ('deathball', 0.384), ('underdeveloped', 0.3201), ('games', 0.3084)]"
102422063,"[('ubisoft', 0.6897), ('connect', 0.303), ('software', 0.2919), ('garbage', 0.2203), ('credentials', 0.2149)]"
101971279,"[('ubisoft', 0.5576), ('crash', 0.4418), ('bug', 0.3387), ('refund', 0.3185), ('windows', 0.2358)]"
101729278,"[('ubisoft', 0.5409), ('connect', 0.429), ('online', 0.3911), ('games', 0.3685), ('game', 0.3491)]"
101216070,"[('uplay', 0.4311), ('launcher', 0.3897), ('installation', 0.2906), ('updating', 0.279), ('fix', 0.2468)]"
100988035,"[('crashes', 0.5206), ('epilepsy', 0.3271), ('drivers', 0.282), ('games', 0.2806), ('screen', 0.2668)]"
56151545,"[('crashes', 0.4949), ('msi', 0.3397), ('campaign', 0.3346), ('incompatible', 0.3268), ('tutorial', 0.3259)]"
18430086,"[('bugs', 0.52), ('ai', 0.4952), ('bad', 0.3681), ('experience', 0.2303), ('accept', 0.1791)]"
18424820,"[('ubisoft', 0.6308), ('gameplay', 0.361), ('game', 0.313), ('play', 0.2756), ('freezing', 0.2383)]"
18421711,"[('mage', 0.4259), ('guild', 0.3569), ('faction', 0.3296), ('spells', 0.3282), ('magic', 0.3227)]"
18404374,"[('bugssss', 0.5788), ('game', 0.4396), ('play', 0.3794), ('bad', 0.2654), ('now', 0.2157)]"
18401027,"[('homm3', 0.5383), ('networking', 0.3893), ('releases', 0.3209), ('games', 0.3007), ('franchise', 0.2914)]"
18377281,"[('heroes', 0.3551), ('freezing', 0.3444), ('game', 0.2825), ('released', 0.2659), ('play', 0.2572)]"
18367380,"[('campaigns', 0.444), ('broken', 0.4087), ('fail', 0.3546), ('breaking', 0.348), ('release', 0.3315)]"
18363930,"[('vi', 0.5269), ('patch', 0.4509), ('bugs', 0.4429), ('soon', 0.2074), ('hoping', 0.1917)]"
18363257,"[('framerate', 0.533), ('bugs', 0.3196), ('game', 0.3052), ('pc', 0.2795), ('unfortunately', 0.232)]"
18358946,"[('crashes', 0.6946), ('crash', 0.6471), ('game', 0.2914), ('randomly', 0.2021), ('load', 0.1902)]"
18354248,"[('unplayable', 0.4417), ('disappointed', 0.2999), ('game', 0.2925), ('games', 0.2805), ('magic', 0.2748)]"
18352853,"[('crashes', 0.3739), ('issues', 0.298), ('series', 0.2825), ('game', 0.2811), ('released', 0.2664)]"
18309138,"[('freeze', 0.8093), ('always', 0.3349)]"
154425093,"[('steam', 0.4227), ('buy', 0.3511), ('404', 0.328), ('game', 0.3164), ('free', 0.2854)]"
141852138,"[('toxikk', 0.5771), ('gaming', 0.3124), ('arena', 0.256), ('games', 0.2523), ('fun', 0.2412)]"
139618156,"[('steam', 0.4631), ('untrust', 0.3211), ('7hrs', 0.321), ('downloaded', 0.268), ('fraud', 0.264)]"
85303983,"[('games', 0.3374), ('game', 0.3236), ('play', 0.3222), ('suffering', 0.3004), ('hand', 0.2919)]"
77602088,"[('unreal', 0.4535), ('copyright', 0.414), ('tournament', 0.4042), ('removed', 0.3199), ('garbage', 0.3077)]"
76213193,"[('play', 0.4216), ('game', 0.3656), ('plays', 0.3412), ('community', 0.3136), ('friends', 0.3017)]"
65114519,"[('free', 0.3838), ('bots', 0.3769), ('play', 0.2928), ('version', 0.2341), ('game', 0.2268)]"
64885938,"[('arena', 0.4836), ('fun', 0.3728), ('shooters', 0.3348), ('rip', 0.3187), ('online', 0.266)]"
63040012,"[('f2p', 0.539), ('play', 0.4209), ('paywall', 0.4043), ('solo', 0.3757), ('playing', 0.3688)]"
61489398,"[('free', 0.5402), ('edition', 0.5033), ('feature', 0.2756), ('without', 0.2515), ('any', 0.1405)]"
54842768,"[('gameplay', 0.4159), ('fortnite', 0.4035), ('solo', 0.3945), ('arena', 0.3649), ('play', 0.3629)]"
47484116,"[('unlock', 0.5219), ('pay', 0.5206), ('garbage', 0.4816), ('game', 0.397), ('to', 0.2261)]"
45785636,"[('multiplayer', 0.5116), ('campaign', 0.455), ('lie', 0.3053), ('player', 0.2721), ('game', 0.241)]"
45166286,"[('full', 0.3341), ('version', 0.2882), ('would', 0.2623), ('try', 0.2147), ('could', 0.2063)]"
45161297,"[('multiplayer', 0.4858), ('unplayable', 0.4373), ('play', 0.4001), ('game', 0.3589), ('jump', 0.3374)]"
44788334,"[('doom', 0.4326), ('malware', 0.3293), ('game', 0.3273), ('quake', 0.2948), ('browser', 0.2926)]"
44572523,"[('f2p', 0.4076), ('gameplay', 0.3851), ('jumping', 0.383), ('fps', 0.3707), ('fun', 0.3284)]"
44445659,"[('ut4', 0.3939), ('play', 0.3698), ('ut3', 0.3462), ('playing', 0.3169), ('game', 0.3159)]"
43976823,"[('multiplayer', 0.4889), ('play', 0.362), ('players', 0.3463), ('bots', 0.3417), ('game', 0.3152)]"
43338845,"[('gunplay', 0.4675), ('play', 0.4376), ('quake', 0.4287), ('lost', 0.3543), ('losing', 0.3495)]"
43066976,"[('pros', 0.4048), ('gameplay', 0.4), ('cons', 0.394), ('gaming', 0.3914), ('linux', 0.3535)]"
42884838,"[('maps', 0.468), ('free', 0.3835), ('amd', 0.3597), ('shooter', 0.3348), ('game', 0.319)]"
42682514,"[('quake', 0.4717), ('f2p', 0.448), ('arena', 0.3793), ('maps', 0.3555), ('fps', 0.338)]"
42618115,"[('demo', 0.528), ('review', 0.4758), ('gameplay', 0.4221), ('fun', 0.3218), ('game', 0.3168)]"
42179987,"[('arena', 0.4271), ('community', 0.3859), ('game', 0.341), ('play', 0.3398), ('playerbase', 0.3357)]"
42090424,"[('reviewer', 0.4791), ('reviews', 0.4709), ('reviewers', 0.4639), ('review', 0.4517), ('gaming', 0.34)]"
42011613,"[('lobby', 0.6028), ('game', 0.2788), ('plays', 0.2741), ('find', 0.1898), ('single', 0.176)]"
41729395,"[('halo', 0.5475), ('multiplayer', 0.4923), ('fun', 0.316), ('paced', 0.302), ('play', 0.2959)]"
41378066,"[('gameplay', 0.363), ('play', 0.3605), ('bots', 0.359), ('fun', 0.3308), ('game', 0.3256)]"
41149735,"[('community', 0.3959), ('dead', 0.3348), ('game', 0.2796), ('sad', 0.2628), ('shame', 0.2405)]"
41146106,"[('gameplay', 0.4485), ('fps', 0.4031), ('quake', 0.3731), ('play', 0.3421), ('game', 0.3221)]"
40926908,"[('spawnkilled', 0.4195), ('bots', 0.3644), ('game', 0.2918), ('played', 0.2662), ('unfair', 0.2424)]"
40775685,"[('game', 0.4706), ('players', 0.4041), ('peak', 0.3225), ('played', 0.3195), ('dead', 0.2832)]"
94387708,"[('cost', 0.3996), ('free', 0.3588), ('costing', 0.2747), ('donate', 0.2367), ('editor', 0.2298)]"
71524969,"[('jump', 0.455), ('fps', 0.3998), ('30fps', 0.382), ('framerate', 0.3658), ('gameplay', 0.3369)]"
42439783,"[('quests', 0.4173), ('promises', 0.2942), ('devs', 0.2675), ('abandoned', 0.2624), ('boring', 0.262)]"
42014472,"[('survival', 0.4254), ('craft', 0.3271), ('salt', 0.3099), ('lego', 0.2837), ('games', 0.2793)]"
39951187,"[('salt', 0.4821), ('release', 0.4147), ('devs', 0.3029), ('modding', 0.27), ('support', 0.2398)]"
39901058,"[('sailing', 0.4736), ('sea', 0.3003), ('pirate', 0.2902), ('combat', 0.2772), ('fishing', 0.2755)]"
39568528,"[('salt', 0.5049), ('sea', 0.4062), ('nautical', 0.3821), ('sailing', 0.354), ('suggestions', 0.3471)]"
38870499,"[('mouse', 0.5083), ('controller', 0.4201), ('spin', 0.3444), ('game', 0.2348), ('installed', 0.2018)]"
155312040,"[('control', 0.4155), ('ships', 0.3358), ('ship', 0.2875), ('module', 0.271), ('craft', 0.2204)]"
154399665,"[('ship', 0.3579), ('controls', 0.3374), ('grid', 0.2658), ('game', 0.2168), ('build', 0.2089)]"
152405803,"[('plane', 0.3852), ('shifting', 0.3396), ('fly', 0.3193), ('gamebreaking', 0.3151), ('ship', 0.2954)]"
149388948,"[('devs', 0.4553), ('developed', 0.3394), ('features', 0.2552), ('future', 0.249), ('ships', 0.2488)]"
149345061,"[('multiplayer', 0.4678), ('removing', 0.3358), ('remove', 0.3107), ('features', 0.3042), ('fix', 0.2573)]"
147500367,"[('updates', 0.3545), ('stalled', 0.2716), ('bad', 0.2634), ('early', 0.2394), ('game', 0.2149)]"
138423257,"[('updates', 0.7184), ('doesnt', 0.2852), ('get', 0.2073)]"
56451734,"[('unity', 0.6611), ('powered', 0.3798), ('game', 0.3308), ('expected', 0.2433), ('you', 0.14)]"
54818183,"[('playable', 0.4468), ('unplayably', 0.3166), ('abandoned', 0.2585), ('game', 0.2498), ('hobby', 0.2378)]"
54365086,"[('desyncs', 0.4126), ('unplayable', 0.3639), ('multiplayer', 0.3155), ('updates', 0.2658), ('disappointing', 0.2595)]"
54365072,"[('multiplayer', 0.691), ('singleplayer', 0.4435), ('unplayable', 0.418), ('play', 0.3683), ('game', 0.3267)]"
54272622,"[('technologien', 0.4087), ('technologie', 0.3963), ('updates', 0.3221), ('verbesserungen', 0.3036), ('asteroiden', 0.3029)]"
53652979,"[('explore', 0.3621), ('motivation', 0.3546), ('sandbox', 0.344), ('creativity', 0.3404), ('exciting', 0.3294)]"
53614542,"[('void', 0.4017), ('abandoned', 0.2446), ('kinetic', 0.2442), ('devs', 0.2411), ('funding', 0.2293)]"
51128549,"[('controls', 0.3558), ('ship', 0.3351), ('cargo', 0.325), ('panel', 0.3047), ('control', 0.3012)]"
50505506,"[('ship', 0.4156), ('shift', 0.345), ('uninstalled', 0.3304), ('update', 0.2781), ('fix', 0.2542)]"
49724089,"[('recommend', 0.4249), ('game', 0.3785), ('cool', 0.1911), ('it', 0.1374), ('really', 0.1048)]"
49698009,"[('review', 0.5299), ('fun', 0.3113), ('game', 0.3036), ('developer', 0.2579), ('changing', 0.2514)]"
49570464,"[('patreon', 0.4452), ('abandon', 0.3617), ('developers', 0.3122), ('game', 0.2219), ('financially', 0.2011)]"
48606082,"[('wasted', 0.4616), ('potential', 0.4591), ('concept', 0.3679), ('vision', 0.3373), ('developers', 0.3079)]"
48305386,"[('multiplayer', 0.5057), ('playable', 0.4317), ('mode', 0.345), ('2017', 0.3393), ('game', 0.2479)]"
48058828,"[('docking', 0.3757), ('dock', 0.3465), ('solar', 0.3008), ('buildable', 0.2755), ('build', 0.266)]"
46832188,"[('orbital', 0.4468), ('physics', 0.3613), ('space', 0.3603), ('fun', 0.3361), ('mechanics', 0.3298)]"
45800091,"[('npcs', 0.4693), ('npc', 0.4236), ('ships', 0.3484), ('pirates', 0.3333), ('survival', 0.2675)]"
45703297,"[('gameplay', 0.4301), ('modular', 0.3867), ('genre', 0.3447), ('games', 0.319), ('building', 0.3166)]"
45676820,"[('celestial', 0.5518), ('orbital', 0.3747), ('flight', 0.3662), ('aerodynamic', 0.3285), ('incarnation', 0.2517)]"
45518352,"[('celestial', 0.4054), ('gameplay', 0.3907), ('gamer', 0.3343), ('games', 0.3007), ('game', 0.287)]"
45270386,"[('tutorial', 0.3334), ('promising', 0.3314), ('decent', 0.2437), ('hours', 0.239), ('fun', 0.2358)]"
45233436,"[('celestial', 0.44), ('3d', 0.3075), ('gameplay', 0.296), ('plane', 0.2623), ('alpha', 0.2614)]"
45164173,"[('playability', 0.7075), ('unplayable', 0.4936), ('content', 0.3075), ('annoying', 0.2816), ('features', 0.2802)]"
45110455,"[('tutorial', 0.5443), ('game', 0.2402), ('frustrating', 0.2294), ('outdated', 0.2291), ('concept', 0.2282)]"
44200217,"[('stranded', 0.381), ('ship', 0.3475), ('difficult', 0.3189), ('game', 0.2856), ('helpless', 0.2252)]"
43472226,"[('windowed', 0.3306), ('ships', 0.3205), ('mode', 0.3144), ('game', 0.3047), ('play', 0.2222)]"
43305772,"[('tractor', 0.4036), ('construction', 0.3548), ('farm', 0.339), ('shipyards', 0.3081), ('infrastructure', 0.2817)]"
42950072,"[('shipyard', 0.3499), ('ship', 0.33), ('docked', 0.2945), ('warp', 0.265), ('orbit', 0.2611)]"
42496342,"[('вины', 0.4801), ('вы', 0.429), ('было', 0.427), ('извиняемся', 0.4176), ('можно', 0.4171)]"
42368945,"[('flying', 0.5998), ('arround', 0.3902), ('difficult', 0.3509), ('game', 0.3286), ('impossibl', 0.2489)]"
41523882,"[('multiplayer', 0.4358), ('sandbox', 0.3677), ('gameplay', 0.3471), ('solo', 0.3465), ('discordapp', 0.3033)]"
41069827,"[('recommend', 0.3264), ('game', 0.3219), ('playing', 0.2698), ('updated', 0.2392), ('issues', 0.2242)]"
40411237,"[('orbit', 0.3828), ('asteroid', 0.3499), ('asteroids', 0.3415), ('orbital', 0.3238), ('game', 0.3048)]"
39699151,"[('jogabilidade', 0.5727), ('possibilidades', 0.4312), ('otimização', 0.4251), ('muito', 0.3961), ('excelente', 0.3838)]"
39670164,"[('server', 0.4987), ('servers', 0.4823), ('menus', 0.4678), ('multiplayer', 0.4287), ('internet', 0.235)]"
37738472,"[('fps', 0.8012), ('bad', 0.4498)]"
36331887,"[('base', 0.4191), ('building', 0.3718), ('physics', 0.302), ('disappointed', 0.2937), ('realistic', 0.2207)]"
36324396,"[('tutorial', 0.5663), ('recommend', 0.2295), ('help', 0.2255), ('frustrate', 0.1994), ('game', 0.198)]"
35085299,"[('announcement', 0.4434), ('release', 0.409), ('update', 0.4074), ('improvements', 0.3735), ('celestial', 0.351)]"
34755949,"[('sandbox', 0.4558), ('war', 0.3143), ('tech', 0.3118), ('mechanics', 0.2878), ('space', 0.2789)]"
34534295,"[('starship', 0.5278), ('sandbox', 0.454), ('kerbal', 0.3733), ('ships', 0.3292), ('build', 0.3103)]"
33249920,"[('macbook', 0.3862), ('sandbox', 0.3666), ('mouse', 0.3569), ('tutorial', 0.3268), ('screen', 0.3162)]"
32049488,"[('vr', 0.3933), ('multiplayer', 0.3815), ('orbital', 0.3756), ('star', 0.3009), ('aerodynamic', 0.289)]"
30375149,"[('tutorial', 0.6441), ('basics', 0.3639), ('learn', 0.2671), ('game', 0.225), ('easier', 0.182)]"
28104804,"[('refund', 0.5672), ('steam', 0.4356), ('gui', 0.2716), ('game', 0.2638), ('tutorial', 0.2375)]"
24752014,"[('wikis', 0.4037), ('tutorials', 0.3978), ('tutorial', 0.3151), ('wiki', 0.3096), ('documentation', 0.2656)]"
21052163,"[('celestial', 0.3635), ('autopilot', 0.3315), ('ship', 0.3206), ('review', 0.2978), ('rts', 0.2955)]"
20839131,"[('station', 0.3474), ('game', 0.3252), ('stations', 0.3213), ('landing', 0.311), ('space', 0.2995)]"
20705341,"[('hope', 0.3304), ('promised', 0.2974), ('envision', 0.2579), ('effort', 0.2551), ('becomes', 0.2498)]"
20673813,"[('multiplayer', 0.4021), ('playable', 0.3526), ('besieged', 0.3455), ('game', 0.3362), ('games', 0.3266)]"
17662761,"[('tutorial', 0.4378), ('orbit', 0.3856), ('play', 0.3522), ('orbital', 0.3425), ('game', 0.327)]"
17493569,"[('smt', 0.4888), ('build', 0.4355), ('building', 0.3007), ('manual', 0.2679), ('mode', 0.2491)]"
17198111,"[('tutorial', 0.3933), ('build', 0.3671), ('ea', 0.3355), ('basic', 0.3175), ('planning', 0.3055)]"
16898705,"[('refund', 0.4575), ('reviews', 0.3704), ('bad', 0.3553), ('game', 0.3048), ('fanbois', 0.2768)]"
16820230,"[('ui', 0.3788), ('tutorial', 0.3433), ('game', 0.2967), ('use', 0.1825), ('is', 0.1678)]"
15492937,"[('enjoyable', 0.4602), ('play', 0.4255), ('game', 0.3529), ('mining', 0.3467), ('lasers', 0.311)]"
14658536,"[('celestial', 0.4689), ('playable', 0.3382), ('orbital', 0.2957), ('asteroids', 0.2822), ('devs', 0.2792)]"
13050809,"[('tutorial', 0.5435), ('refund', 0.4486), ('move', 0.356), ('cant', 0.2929), ('want', 0.1188)]"
13047532,"[('promising', 0.3312), ('idea', 0.3015), ('concept', 0.2926), ('buying', 0.2464), ('game', 0.2282)]"
43814226,"[('redshell', 0.4817), ('spyware', 0.3786), ('game', 0.2969), ('playing', 0.2901), ('play', 0.2593)]"
42888707,"[('psa_red_shell_spyware_holy_potatoes_were_in_space', 0.5953), ('redshell', 0.4128), ('steam', 0.4009), ('play', 0.3249), ('game', 0.3152)]"
42843046,"[('spyware', 0.4146), ('removing', 0.3957), ('removed', 0.2901), ('comp', 0.2889), ('tracked', 0.2717)]"
42839484,"[('spyware', 0.3327), ('shell', 0.2934), ('hate', 0.271), ('game', 0.2559), ('red', 0.2525)]"
42837287,"[('redshell', 0.4625), ('spyware', 0.4281), ('disable', 0.3082), ('game', 0.3001), ('players', 0.2692)]"
25103793,"[('building', 0.5815), ('system', 0.3004), ('first', 0.3002), ('needs', 0.2716), ('person', 0.2314)]"
119890482,"[('vr', 0.5319), ('abandoned', 0.466), ('devs', 0.3853), ('games', 0.2668), ('it', 0.1529)]"
119056267,"[('ai', 0.4778), ('enemy', 0.3528), ('battle', 0.3409), ('game', 0.3174), ('hits', 0.3074)]"
113657093,"[('unplayable', 0.6055), ('bug', 0.4447), ('campaign', 0.3684), ('game', 0.3109), ('this', 0.1592)]"
113622429,"[('airports', 0.3905), ('map', 0.3766), ('enemy', 0.2794), ('persists', 0.2736), ('ships', 0.272)]"
91128445,"[('tutrols', 0.5131), ('game', 0.2552), ('lose', 0.2233), ('waste', 0.2172), ('mechanics', 0.2073)]"
83155433,"[('battleship', 0.4848), ('boats', 0.4777), ('vr', 0.4021), ('sea', 0.3833), ('game', 0.329)]"
53812450,"[('battleship', 0.6367), ('submarine', 0.5231), ('ship', 0.3543), ('cannon', 0.3162), ('game', 0.2839)]"
47694047,"[('unlock', 0.4251), ('unlocks', 0.3746), ('combat', 0.2826), ('naval', 0.2781), ('forced', 0.2689)]"
43947063,"[('naval', 0.5157), ('combat', 0.3869), ('battles', 0.3581), ('ship', 0.3462), ('tactical', 0.3404)]"
43754105,"[('unlock', 0.4695), ('unlocked', 0.437), ('service', 0.2341), ('game', 0.2305), ('support', 0.2122)]"
43604608,"[('tactical', 0.5307), ('tactically', 0.4339), ('battles', 0.3699), ('weaponry', 0.3567), ('battle', 0.3439)]"
43414983,"[('solo', 0.3163), ('difficulty', 0.3099), ('layout', 0.2856), ('hide', 0.2675), ('enemy', 0.2462)]"
43053406,"[('vr', 0.4364), ('reviews', 0.3848), ('gameplay', 0.3842), ('fun', 0.3371), ('grind', 0.3191)]"
42677245,"[('fun', 0.337), ('progression', 0.299), ('content', 0.2956), ('game', 0.277), ('playing', 0.2505)]"
41796487,"[('battleships', 0.4053), ('campaign', 0.3275), ('unlock', 0.3059), ('game', 0.3045), ('campaigns', 0.2601)]"
39657303,"[('naval', 0.3965), ('unlocks', 0.3403), ('unlock', 0.3359), ('battleships', 0.3283), ('ships', 0.3187)]"
39297491,"[('vr', 0.4245), ('continue', 0.3769), ('mode', 0.3575), ('campagn', 0.3067), ('battle', 0.2866)]"
38991874,"[('glitchy', 0.4499), ('headset', 0.3576), ('game', 0.2868), ('issues', 0.2667), ('samsung', 0.2602)]"
38795990,"[('multiplayer', 0.4365), ('locked', 0.3329), ('unlocked', 0.3328), ('casual', 0.3315), ('gameplay', 0.3241)]"
38663156,"[('fleets', 0.49), ('battleships', 0.471), ('ships', 0.4423), ('ship', 0.3633), ('vr', 0.3418)]"
36387139,"[('campaign', 0.4016), ('gameplay', 0.4002), ('campaigns', 0.3889), ('multiplayer', 0.3706), ('unlock', 0.34)]"
36334371,"[('multiplayer', 0.5292), ('locking', 0.3753), ('play', 0.3494), ('unlocked', 0.3286), ('mp', 0.3233)]"
35909814,"[('maps', 0.3769), ('multiplayer', 0.3652), ('tactical', 0.3205), ('battleship', 0.3101), ('battleships', 0.3028)]"
35072344,"[('unlock', 0.347), ('campaigns', 0.3061), ('multiplayer', 0.3014), ('modes', 0.2861), ('campaign', 0.2855)]"
29642102,"[('battle', 0.466), ('battles', 0.4416), ('combat', 0.4311), ('enemy', 0.4019), ('tactical', 0.3625)]"
28537802,"[('unlocks', 0.4098), ('unlock', 0.4021), ('naval', 0.3522), ('fleet', 0.3288), ('locked', 0.2972)]"
28305616,"[('campaign', 0.4973), ('battle', 0.4034), ('play', 0.3689), ('pacifc', 0.3461), ('war', 0.3401)]"
100171979,"[('reccomend', 0.4821), ('game', 0.3657), ('its', 0.2331), ('good', 0.1951), ('this', 0.1828)]"
100131042,"[('chapters', 0.3764), ('invisibility', 0.3325), ('levels', 0.328), ('chapter', 0.3266), ('gameplay', 0.3244)]"
100058774,"[('chapters', 0.4542), ('chapter', 0.382), ('statue', 0.3301), ('nerfed', 0.2841), ('level', 0.2825)]"
100010802,"[('game', 0.507), ('great', 0.4187)]"
100001447,"[('dlc', 0.3701), ('horror', 0.3555), ('edition', 0.318), ('levels', 0.2572), ('updates', 0.2393)]"
99975234,"[('quality', 0.4657), ('scary', 0.4353), ('very', 0.3891), ('10', 0.3551), ('good', 0.2929)]"
99664160,"[('chapter', 0.4093), ('gameplay', 0.3394), ('hyped', 0.3033), ('words', 0.2589), ('game', 0.2533)]"
98009826,"[('levels', 0.4469), ('level', 0.3858), ('gameplay', 0.3278), ('cons', 0.3059), ('visuals', 0.2839)]"
97833502,"[('scare', 0.489), ('challenge', 0.4747), ('fun', 0.409), ('game', 0.3786), ('and', 0.2047)]"
97776583,"[('monkey', 0.5532), ('rank', 0.4405), ('business', 0.345), ('on', 0.253), ('got', 0.2403)]"
97758428,"[('monkees', 0.6122), ('sharted', 0.339), ('skyrocketed', 0.3009), ('chair', 0.2826), ('roof', 0.269)]"
97633346,"[('game', 0.4181), ('full', 0.4003), ('get', 0.2798), ('how', 0.2461), ('dont', 0.1968)]"
97613264,"[('scary', 0.3414), ('edition', 0.3334), ('games', 0.2743), ('bad', 0.1788), ('favourite', 0.178)]"
97594673,"[('chapters', 0.4714), ('chapter', 0.4119), ('gameplay', 0.3587), ('levels', 0.3222), ('level', 0.3046)]"
97530876,"[('lore', 0.3898), ('dlc', 0.3436), ('characters', 0.3397), ('fnaf', 0.3349), ('htis', 0.3306)]"
97399831,"[('crashes', 0.4305), ('game', 0.3047), ('graphics', 0.2731), ('is', 0.2209), ('good', 0.1774)]"
96970469,"[('newbie', 0.4801), ('ngl', 0.4011), ('game', 0.3945), ('hard', 0.2941), ('but', 0.1823)]"
96965357,"[('horror', 0.517), ('game', 0.4053), ('best', 0.3426)]"
96630839,"[('horror', 0.4363), ('fun', 0.3537), ('games', 0.3381), ('even', 0.1883), ('didn', 0.1148)]"
96424467,"[('chapter', 0.3754), ('storyline', 0.3219), ('horror', 0.3192), ('fun', 0.3175), ('game', 0.256)]"
94621869,"[('creator', 0.5884), ('slacks', 0.516), ('lazy', 0.45), ('the', 0.2006), ('is', 0.1774)]"
94609096,"[('monke', 0.5987), ('monkemonke', 0.4838)]"
92221233,"[('monke', 0.7193)]"
91045589,"[('cashgrab', 0.3196), ('recommend', 0.3195), ('sections', 0.2749), ('game', 0.2692), ('chapter', 0.2586)]"
85387089,"[('release', 0.4436), ('deadlines', 0.4159), ('released', 0.3582), ('rescheduled', 0.3003), ('dates', 0.2882)]"
73344942,"[('multiplayer', 0.6425), ('tag', 0.4509), ('not', 0.191), ('if', 0.1591), ('it', 0.1589)]"
54185581,"[('game', 0.3586), ('refund', 0.3561), ('customer', 0.3318), ('service', 0.2928), ('rude', 0.2887)]"
53989268,"[('lag', 0.5634), ('crashes', 0.5594), ('crashing', 0.5453), ('lagggggsssss', 0.4607), ('game', 0.3307)]"
50327775,"[('crashing', 0.5648), ('crash', 0.5616), ('crashes', 0.5608), ('frenzy', 0.4298), ('menu', 0.2393)]"
48647358,"[('walking', 0.4255), ('config', 0.233), ('fixed', 0.2206), ('keys', 0.2118), ('mapped', 0.1968)]"
48635439,"[('crashes', 0.5387), ('crash', 0.4215), ('desktop', 0.4062), ('steam', 0.3514), ('crashed', 0.3387)]"
48605846,"[('freezing', 0.4407), ('maze', 0.3986), ('map', 0.3912), ('masion', 0.3676), ('computer', 0.1871)]"
48599149,"[('spooky', 0.7685), ('for', 0.4006), ('to', 0.3868), ('me', 0.2856)]"
48552260,"[('unity', 0.4284), ('horror', 0.3763), ('creeperiest', 0.3749), ('game', 0.2658), ('games', 0.2522)]"
48531880,"[('crashes', 0.6654), ('devs', 0.4378), ('try', 0.2367), ('run', 0.223), ('every', 0.1638)]"
48514713,"[('chapter', 0.5352), ('enter', 0.2892), ('contined', 0.2575), ('end', 0.2523), ('can', 0.1594)]"
48497784,"[('refunding', 0.5728), ('refund', 0.558), ('refunded', 0.5313), ('chapter', 0.3086), ('steam', 0.2903)]"
47681275,"[('pac', 0.3903), ('fangame', 0.3609), ('gameplay', 0.3346), ('graphics', 0.3076), ('entertainment', 0.297)]"
46165654,"[('controller', 0.4984), ('thang', 0.2824), ('tension', 0.2567), ('concept', 0.2558), ('pace', 0.2211)]"
